MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,Street_0,Alley_0,LotShape_0,CentralAir_0,GarageType_0,Fence_0,PavedDrive_0,LandSlope_0,GarageFinish_0,Electrical_0,SaleCondition_0,SaleType_0,MSSubClass_0,MSZoning_0,ExterQual_0,ExterCond_0,BsmtQual_0,BsmtCond_0,BsmtExposure_0,BsmtFinType1_0,BsmtFinType2_0,HeatingQC_0,KitchenQual_0,FireplaceQu_0,GarageQual_0,GarageCond_0,PoolQC_0,Functional_0,AggSF,bath_score,porch_area,n_porch,pool,pool_score,heat_fireplace_fQc,overall_score,exter_score,Kitchen_score,yr_group,basement_score,big_med_area,Yrs_Remodel,remodel_group,veneer,SalePrice,N_coded_mean,garage_score,HouseAge,liv_ratio,room_size,Total_Rooms,lowqual_ratio,GrLivArea_Score,BsmtFinSF_score,TotalBath_Abv,TotalBath_Bsmt,Bsm_1stFlr_ratio,CarArea,MSSubClass_,YrSold_,MoSold_,YearBuilt_,YearRemodAdd_,GarageYrBlt_,MSZoning_labeled,Street_labeled,Alley_labeled,LotShape_labeled,LandContour_labeled,LotConfig_labeled,LandSlope_labeled,Neighborhood_labeled,Condition1_labeled,Condition2_labeled,BldgType_labeled,HouseStyle_labeled,RoofStyle_labeled,RoofMatl_labeled,Exterior1st_labeled,Exterior2nd_labeled,MasVnrType_labeled,ExterQual_labeled,ExterCond_labeled,Foundation_labeled,BsmtQual_labeled,BsmtCond_labeled,BsmtExposure_labeled,BsmtFinType1_labeled,BsmtFinType2_labeled,Heating_labeled,HeatingQC_labeled,CentralAir_labeled,Electrical_labeled,KitchenQual_labeled,Functional_labeled,FireplaceQu_labeled,GarageType_labeled,GarageFinish_labeled,GarageQual_labeled,GarageCond_labeled,PavedDrive_labeled,PoolQC_labeled,Fence_labeled,MiscFeature_labeled,SaleType_labeled,SaleCondition_labeled,MSSubClass__labeled,YrSold__labeled,MoSold__labeled,YearBuilt__labeled,YearRemodAdd__labeled,GarageYrBlt__labeled
20,RL,70.0,11200,Pave,Does Not Have,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1965,1965,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,1.1169181110610638,Unf,0.0,1.0209555590262906,1.1226257785991791,GasA,Ex,Y,SBrkr,1040,0,0,1040,1,0,1,0,3,1,TA,5,Typ,0,Does Not Have,Detchd,1965.0,Unf,1,384,TA,TA,Y,0,0,0,0,0,0,Does Not Have,Does Not Have,Does Not Have,0,2,2008,WD,Normal,1,2,3,1,2,0,2,2,1,4,4,4,11,4,2,2,3,3,1,3,1,4,2,0,3,3,0,7,2464,2.5,0,0,0,0,0,25,4,2,1,3.8313802190697657,0,43,2,0,129500,138142.8162594988,10.0,43,0.09285714285714286,208.0,7,0.0,5200,0.0,1.0,1.0,0.0010794478640376722,384.0,20,2008,2,1965,1965,1965.0,3,1,0,3,3,4,0,19,2,2,0,2,3,0,6,6,2,3,4,1,4,4,4,5,6,1,0,1,4,3,6,0,5,3,5,5,2,0,0,0,8,4,4,2,4,66,15,52
60,RL,85.0,11924,Pave,Does Not Have,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2005,2006,Hip,CompShg,WdShing,Wd Shng,Stone,286.0,Ex,TA,PConc,Ex,TA,No,GLQ,1.1209337767243668,Unf,0.0,1.0373065206212844,1.1275682829452525,GasA,Ex,Y,SBrkr,1182,1142,0,2324,1,0,3,0,4,1,Ex,11,Typ,2,Gd,BuiltIn,2005.0,Fin,3,736,TA,TA,Y,147,21,0,0,0,0,Does Not Have,Does Not Have,Does Not Have,0,7,2006,New,Partial,1,2,2,1,6,0,2,2,3,4,5,7,14,4,4,2,5,3,1,6,1,4,4,4,3,3,0,7,4235,6.5,168,2,0,0,32,45,8,4,0,6.813683862041654,1,0,0,1,345000,310695.6776328819,21.0,1,0.1949010399194901,211.27272727272728,15,0.0,20916,0.0,3.0,1.0,0.0009539494779570663,245.33333333333334,60,2006,7,2005,2006,2005.0,3,1,0,0,3,4,0,16,2,2,0,5,3,0,14,15,3,0,4,2,1,4,4,3,6,1,0,1,4,0,6,3,3,1,5,5,2,0,0,0,6,5,9,0,9,106,56,92
20,RL,71.0,12968,Pave,Does Not Have,IR2,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1962,1962,Hip,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,1.1081226009408882,Unf,0.0,1.0366579024412244,1.1171942565061392,GasA,TA,Y,SBrkr,912,0,0,912,1,0,1,0,2,1,TA,4,Typ,0,Does Not Have,Detchd,1962.0,Unf,1,352,TA,TA,Y,140,0,0,0,176,0,Does Not Have,Does Not Have,Does Not Have,0,9,2008,WD,Normal,1,2,1,1,2,0,2,2,1,4,4,4,11,4,2,2,3,3,1,5,1,2,2,0,3,3,0,7,2176,2.5,316,2,0,0,0,30,4,2,1,5.817878762371852,0,46,1,0,144000,138142.8162594988,10.0,46,0.0703269586674892,228.0,6,0.0,4560,0.0,1.0,1.0,0.0012249937023093632,352.0,20,2008,9,1962,1962,1962.0,3,1,0,1,3,4,0,19,2,2,0,2,3,0,6,10,2,3,4,1,4,4,4,0,6,1,4,1,4,3,6,0,5,3,5,5,2,0,0,0,8,4,4,2,11,63,12,49
20,RL,91.0,10652,Pave,Does Not Have,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,306.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1.1370138674262626,1.1370138674262626,GasA,Ex,Y,SBrkr,1494,0,0,1494,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2006.0,RFn,3,840,TA,TA,Y,160,33,0,0,0,0,Does Not Have,Does Not Have,Does Not Have,0,8,2007,New,Partial,1,2,2,1,5,0,2,2,2,4,5,7,11,4,3,2,4,3,3,1,1,4,3,4,3,3,0,7,3828,4.0,193,2,0,0,16,35,6,3,0,1.0,0,0,0,1,279500,197790.31817048488,18.5,1,0.14025535110777318,213.42857142857142,10,0.0,10458,0.0,2.0,0.0,0.0007610534587859857,280.0,20,2007,8,2006,2007,2006.0,3,1,0,0,3,4,0,5,2,2,0,2,1,0,12,13,3,2,4,2,3,4,0,6,6,1,0,1,4,2,6,3,1,2,5,5,2,0,0,0,6,5,4,1,10,107,57,93
20,RL,73.0,10920,Pave,Does Not Have,IR1,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1960,1960,Hip,CompShg,MetalSd,MetalSd,BrkFace,212.0,TA,TA,CBlock,TA,TA,No,BLQ,1.1078864991225033,Unf,0.0,1.0925252212491712,1.1301317337970473,GasA,TA,Y,SBrkr,1253,0,0,1253,1,0,1,1,2,1,TA,5,Typ,1,Fa,Attchd,1960.0,RFn,1,352,TA,TA,Y,0,213,176,0,0,0,Does Not Have,GdWo,Does Not Have,0,5,2008,WD,Normal,1,2,2,1,5,2,2,2,2,4,4,4,11,4,2,2,3,3,1,4,1,2,2,2,3,3,0,7,2858,3.5,389,2,0,0,4,30,4,2,1,4.815502230408752,1,48,1,1,157000,144582.94615935674,14.5,48,0.11474358974358974,250.6,8,0.0,7518,0.0,1.5,1.0,0.0009019407292873482,352.0,20,2008,5,1960,1960,1960.0,3,1,0,0,3,0,0,12,2,2,0,2,3,0,8,8,1,3,4,1,4,4,4,1,6,1,4,1,4,3,6,2,1,2,5,5,2,0,2,0,8,4,4,2,7,61,10,47
45,RM,51.0,6120,Pave,Does Not Have,Reg,Lvl,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,7,8,1929,2001,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,1.1133255747084718,1.1133255747084718,GasA,Ex,Y,FuseA,854,0,0,854,0,0,1,0,2,1,TA,5,Typ,0,Does Not Have,Detchd,1991.0,Unf,2,576,TA,TA,Y,48,112,0,0,0,0,Does Not Have,GdPrv,Does Not Have,0,7,2007,WD,Normal,1,2,3,1,2,4,2,2,1,3,4,4,2,2,2,2,3,3,1,1,1,4,2,0,3,3,0,7,2262,2.0,160,2,0,0,0,56,4,2,2,1.0,0,6,0,0,132000,126758.78876588785,12.0,78,0.13954248366013072,170.8,7,0.0,5978,0.0,1.0,0.0,0.00130365992354622,288.0,45,2007,7,1929,2001,1991.0,4,1,0,3,3,0,0,3,2,2,0,1,1,0,13,14,2,3,4,0,4,4,4,6,6,1,0,1,0,3,6,0,5,3,5,5,2,0,1,0,8,4,7,1,9,33,51,78
20,RL,73.0,11241,Pave,Does Not Have,IR1,Lvl,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1970,1970,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,180.0,TA,TA,CBlock,TA,TA,No,ALQ,1.0973571293336002,Unf,0.0,1.0831566043864016,1.1211805244853545,GasA,Ex,Y,SBrkr,1004,0,0,1004,1,0,1,0,2,1,TA,5,Typ,1,TA,Attchd,1970.0,Fin,2,480,TA,TA,Y,0,0,0,0,0,0,Does Not Have,Does Not Have,Shed,700,3,2010,WD,Normal,1,2,2,1,5,0,2,2,3,4,4,4,11,4,2,2,3,3,1,5,1,4,2,3,3,3,0,7,2488,2.5,0,0,0,0,12,42,4,2,1,5.7700368021287725,0,40,2,1,149000,144582.94615935674,18.0,40,0.08931589716217418,200.8,7,0.0,6024,0.0,1.0,1.0,0.0011167136698061301,240.0,20,2010,3,1970,1970,1970.0,3,1,0,0,3,1,0,12,2,2,0,2,1,0,13,14,1,3,4,1,4,4,4,0,6,1,0,1,4,3,6,5,1,1,5,5,2,0,0,3,8,4,4,4,5,71,20,57
90,RL,72.0,10791,Pave,Does Not Have,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,4,5,1967,1967,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,Slab,Does Not Have,Does Not Have,Does Not Have,Does Not Have,0.0,Does Not Have,0.0,0.0,0.0,GasA,TA,Y,SBrkr,1296,0,0,1296,0,0,2,0,2,2,TA,6,Typ,0,Does Not Have,CarPort,1967.0,Unf,2,516,TA,TA,Y,0,0,0,0,0,0,Does Not Have,Does Not Have,Shed,500,10,2006,WD,Normal,1,2,3,1,1,0,2,2,1,4,4,4,4,4,2,2,0,0,0,0,0,2,2,0,3,3,0,7,1812,4.0,0,0,0,0,0,20,4,4,1,0.0,1,39,2,0,90000,138142.8162594988,11.0,39,0.12010008340283569,216.0,10,0.0,5184,0.0,2.0,0.0,0.0,258.0,90,2006,10,1967,1967,1967.0,3,1,0,3,3,4,0,19,2,2,2,2,1,0,8,8,2,3,4,3,0,0,1,2,2,1,4,1,4,3,6,0,4,3,5,5,2,0,0,3,8,4,14,0,1,68,17,54
20,RL,66.0,13695,Pave,Does Not Have,Reg,Lvl,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,5,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,TA,No,GLQ,1.1023416743484866,Unf,0.0,1.0876176203497252,1.125421553818593,GasA,Ex,Y,SBrkr,1114,0,0,1114,1,0,1,1,3,1,Gd,6,Typ,0,Does Not Have,Detchd,2004.0,Unf,2,576,TA,TA,Y,0,102,0,0,0,0,Does Not Have,Does Not Have,Does Not Have,0,6,2008,WD,Normal,1,2,3,1,2,0,2,2,1,4,4,4,11,4,2,2,3,3,1,6,1,4,3,0,3,3,0,7,2804,3.5,102,1,0,0,0,25,4,3,0,6.742419288379151,0,4,0,0,159000,186695.015663123,12.0,4,0.08134355604235122,185.66666666666666,9,0.0,5570,0.0,1.5,1.0,0.0010102527413093294,288.0,20,2008,6,2004,2004,2004.0,3,1,0,3,3,4,0,20,5,2,0,2,1,0,12,13,2,3,4,2,4,4,4,3,6,1,0,1,4,2,6,0,5,3,5,5,2,0,0,0,8,4,4,2,8,105,54,91
20,RL,70.0,7560,Pave,Does Not Have,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1958,1965,Hip,CompShg,BrkFace,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,1.0910793589536436,Unf,0.0,1.092966299011375,1.1221904401868152,GasA,TA,Y,SBrkr,1339,0,0,1339,0,0,1,0,3,1,TA,6,Min1,0,Does Not Have,Attchd,1958.0,Unf,1,294,TA,TA,Y,0,0,0,0,0,0,Does Not Have,MnPrv,Does Not Have,0,5,2009,COD,Abnorml,1,2,3,1,5,3,2,2,1,4,1,2,11,4,2,2,3,3,1,2,1,2,2,0,3,3,0,6,2662,2.0,0,0,0,0,0,30,4,2,1,2.8664577222320555,1,44,1,0,139000,144582.94615935674,13.0,51,0.17711640211640212,223.16666666666666,8,0.0,6695,0.0,1.0,0.0,0.0008380809859498247,294.0,20,2009,5,1958,1965,1958.0,3,1,0,3,3,4,0,12,2,2,0,2,3,0,3,10,2,3,4,1,4,4,4,4,6,1,4,1,4,3,2,0,1,3,5,5,2,0,3,0,0,0,4,3,7,59,15,45
60,RL,101.0,14215,Pave,Does Not Have,IR1,Lvl,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,380.0,Gd,TA,PConc,Ex,TA,Av,Unf,0.0,Unf,0.0,1.1269832835704012,1.1269832835704012,GasA,Ex,Y,SBrkr,1158,1218,0,2376,0,0,3,1,4,1,Gd,9,Typ,1,Gd,BuiltIn,2005.0,RFn,3,853,TA,TA,Y,240,154,0,0,0,0,Does Not Have,Does Not Have,Does Not Have,0,11,2006,New,Partial,1,2,2,1,6,0,2,2,2,4,5,7,14,4,3,2,5,3,3,1,1,4,3,4,3,3,0,7,4387,7.0,394,2,0,0,16,40,6,3,0,1.0,1,0,0,1,325300,310695.6776328819,19.5,1,0.1671473795286669,264.0,14,0.0,19008,0.0,3.5,0.0,0.0009732152707861841,284.3333333333333,60,2006,11,2005,2006,2005.0,3,1,0,0,3,0,0,16,2,2,0,5,1,0,12,13,1,2,4,2,1,4,0,6,6,1,0,1,4,2,6,3,3,2,5,5,2,0,0,0,6,5,9,0,2,106,56,92
45,RM,57.0,7449,Pave,Grvl,Reg,Bnk,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Unf,7,7,1930,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,1.1017183396207626,1.1017183396207626,GasA,Ex,Y,FuseF,1108,0,0,1108,0,0,1,0,3,1,Gd,6,Typ,1,Gd,Attchd,1930.0,Unf,1,280,TA,TA,N,0,0,205,0,0,0,Does Not Have,GdPrv,Does Not Have,0,6,2007,WD,Normal,1,0,3,1,5,4,0,2,1,2,4,4,2,2,2,2,3,3,1,1,1,4,3,4,3,3,0,7,2025,2.0,205,1,0,0,16,49,4,3,2,1.0,0,57,1,0,139400,105081.56938059606,13.0,77,0.14874479795945764,184.66666666666666,8,0.0,7756,0.0,1.0,0.0,0.000994330631426681,280.0,45,2007,6,1930,1950,1930.0,4,1,1,3,0,4,0,9,2,2,0,1,1,0,13,14,2,3,4,2,4,4,4,6,6,1,0,1,1,2,6,3,1,3,5,5,0,0,1,0,8,4,7,1,8,34,0,19
20,RL,75.0,9742,Pave,Does Not Have,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,BrkFace,281.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1.1436152819368393,1.1436152819368393,GasA,Ex,Y,SBrkr,1795,0,0,1795,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2002.0,RFn,2,534,TA,TA,Y,171,159,0,0,0,0,Does Not Have,Does Not Have,Does Not Have,0,9,2008,WD,Normal,1,2,3,1,5,0,2,2,2,4,4,4,11,4,3,2,4,3,1,1,1,4,3,4,3,3,0,7,4106,4.0,330,2,0,0,16,40,6,3,0,1.0,1,6,0,1,230000,197790.31817048488,16.5,6,0.18425374666392938,256.42857142857144,10,0.0,14360,0.0,2.0,0.0,0.0006371115776806904,267.0,20,2008,9,2002,2002,2002.0,3,1,0,3,3,4,0,5,2,2,0,2,3,0,12,13,1,2,4,2,3,4,4,6,6,1,0,1,4,2,6,3,1,2,5,5,2,0,0,0,8,4,4,2,11,103,52,89
120,RM,44.0,4224,Pave,Does Not Have,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,1Story,5,7,1976,1976,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,1.1137316434777982,Unf,0.0,1.044182179416886,1.1226257785991791,GasA,TA,Y,SBrkr,1060,0,0,1060,1,0,1,0,3,1,TA,6,Typ,1,TA,Attchd,1976.0,Unf,2,572,TA,TA,Y,100,110,0,0,0,0,Does Not Have,Does Not Have,Does Not Have,0,6,2007,WD,Normal,1,2,3,1,5,0,2,2,1,4,4,4,13,2,2,2,4,3,1,6,1,2,2,3,3,3,0,7,2672,2.5,210,2,0,0,6,35,4,2,1,6.809400236524061,0,31,2,0,129900,110175.67135423042,15.0,31,0.2509469696969697,176.66666666666666,8,0.0,5300,0.0,1.0,1.0,0.0010590809232067728,286.0,120,2007,6,1976,1976,1976.0,4,1,0,3,3,4,0,10,2,2,4,2,1,0,5,5,2,3,4,2,3,4,4,3,6,1,4,1,4,3,6,5,1,3,5,5,2,0,0,0,8,4,0,1,8,77,26,63
20,RL,71.0,8246,Pave,Does Not Have,IR1,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,8,1968,2001,Gable,CompShg,Plywood,Plywood,None,0.0,TA,Gd,CBlock,TA,TA,Mn,Rec,1.0407218823608209,ALQ,1.1038233313472587,1.0452802006169184,1.1234037209942305,GasA,Ex,Y,SBrkr,1060,0,0,1060,1,0,1,0,3,1,Gd,6,Typ,1,TA,Attchd,1968.0,Unf,1,270,TA,TA,Y,406,90,0,0,0,0,Does Not Have,MnPrv,Does Not Have,0,5,2010,WD,Normal,1,2,2,1,5,3,2,2,1,4,4,4,11,4,2,3,3,3,2,3,5,4,3,3,3,3,0,7,2390,2.5,496,2,0,0,12,40,6,3,1,8.392190403838022,0,9,0,0,154000,138142.8162594988,13.0,42,0.12854717438758187,176.66666666666666,8,0.0,5300,1.1487730951935111,1.0,1.0,0.0010598148311266324,270.0,20,2010,5,1968,2001,1968.0,3,1,0,0,3,4,0,19,2,2,0,2,1,0,9,10,2,3,2,1,4,4,3,5,0,1,0,1,4,2,6,5,1,3,5,5,2,0,3,0,8,4,4,4,7,69,51,55
20,RL,110.0,14230,Pave,Does Not Have,Reg,Lvl,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,640.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1.13882280918448,1.13882280918448,GasA,Ex,Y,SBrkr,1600,0,0,1600,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2007.0,RFn,3,890,TA,TA,Y,0,56,0,0,0,0,Does Not Have,Does Not Have,Does Not Have,0,7,2009,WD,Normal,1,2,3,1,5,0,2,2,2,4,4,4,11,4,3,2,4,3,1,1,1,4,3,4,3,3,0,7,4056,4.0,56,1,0,0,16,40,6,3,0,1.0,0,2,0,1,256300,310695.6776328819,18.5,2,0.11243851018973998,228.57142857142858,10,0.0,12800,0.0,2.0,0.0,0.0007117642557403001,296.6666666666667,20,2009,7,2007,2007,2007.0,3,1,0,3,3,0,0,16,2,2,0,2,1,0,12,13,3,2,4,2,3,4,4,6,6,1,0,1,4,2,6,3,1,2,5,5,2,0,0,0,8,4,4,3,9,108,57,94
20,RL,60.0,7200,Pave,Does Not Have,Reg,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1951,2000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Mn,BLQ,1.052765592088056,Rec,1.089386432114006,1.0382629710766498,1.1166398200899645,GasA,TA,Y,SBrkr,900,0,0,900,0,1,1,0,3,1,Gd,5,Typ,0,Does Not Have,Detchd,2005.0,Unf,2,576,TA,TA,Y,222,32,0,0,0,0,Does Not Have,Does Not Have,Does Not Have,0,5,2010,WD,Normal,1,2,3,1,2,0,2,2,1,4,4,4,11,4,2,2,3,3,2,4,3,2,3,0,3,3,0,7,2376,2.25,254,2,0,0,0,35,4,3,1,7.400037097880005,0,10,0,0,134800,144582.94615935674,12.0,59,0.125,180.0,7,0.0,4500,1.1468685522171966,1.0,0.5,0.0012407109112110718,288.0,20,2010,5,1951,2000,2005.0,3,1,0,3,3,0,0,12,2,2,0,2,1,0,13,14,2,3,4,1,4,4,3,1,5,1,4,1,4,2,6,0,5,3,5,5,2,0,0,0,8,4,4,4,7,52,50,92
20,RL,98.0,11478,Pave,Does Not Have,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,200.0,Gd,TA,PConc,Ex,TA,No,GLQ,1.1290050937232747,Unf,0.0,1.089386432114006,1.1420352946317827,GasA,Ex,Y,SBrkr,1704,0,0,1704,1,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2008.0,RFn,3,772,TA,TA,Y,0,50,0,0,0,0,Does Not Have,Does Not Have,Does Not Have,0,5,2010,WD,Normal,1,2,3,1,5,0,2,2,2,4,4,4,11,4,3,2,5,3,1,6,1,4,3,4,3,3,0,7,4180,4.5,50,1,0,0,16,40,6,3,0,6.8105830615688,0,2,0,1,306000,310695.6776328819,18.5,3,0.14845791949817042,243.42857142857142,10,0.0,13632,0.0,2.0,1.0,0.0006702085062393091,257.3333333333333,20,2010,5,2007,2008,2008.0,3,1,0,3,3,4,0,16,2,2,0,2,1,0,12,13,3,2,4,2,1,4,4,3,6,1,0,1,4,2,6,3,1,2,5,5,2,0,0,0,8,4,4,4,7,108,58,95
20,RL,47.0,16321,Pave,Does Not Have,IR1,Lvl,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1957,1997,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Gd,BLQ,1.130883361126172,Unf,0.0,1.0460867889468028,1.1367546564391222,GasA,TA,Y,SBrkr,1600,0,0,1600,1,0,1,0,2,1,TA,6,Typ,2,Gd,Attchd,1957.0,RFn,1,319,TA,TA,Y,288,258,0,0,0,0,Does Not Have,Does Not Have,Does Not Have,0,12,2006,WD,Normal,1,2,2,1,5,0,2,2,2,4,4,4,11,4,2,2,3,3,4,4,1,2,2,4,3,3,0,7,3403,2.5,546,2,0,0,16,30,4,2,1,4.837890353056819,1,9,0,0,207500,144582.94615935674,14.5,49,0.09803320874946388,266.6666666666667,8,0.0,8000,0.0,1.0,1.0,0.0007104716602744514,319.0,20,2006,12,1957,1997,1957.0,3,1,0,0,3,1,0,12,2,2,0,2,1,0,8,8,2,3,4,1,4,4,2,1,6,1,4,1,4,3,6,3,1,2,5,5,2,0,0,0,8,4,4,0,3,58,47,44
30,RM,60.0,6324,Pave,Does Not Have,IR1,Lvl,Inside,Gtl,BrkSide,Feedr,RRNn,1Fam,1Story,4,6,1927,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,1.0925252212491712,1.0925252212491712,GasA,Fa,N,SBrkr,520,0,0,520,0,0,1,0,1,1,Fa,4,Typ,0,Does Not Have,Detchd,1920.0,Unf,1,240,Fa,TA,Y,49,0,87,0,0,0,Does Not Have,Does Not Have,Does Not Have,0,5,2008,WD,Normal,1,2,2,0,2,0,2,2,1,4,4,4,0,2,2,2,3,3,1,1,1,1,1,0,2,3,0,7,1280,2.0,136,2,0,0,0,24,4,1,2,1.0,0,58,1,0,68500,126758.78876588785,9.5,81,0.08222643896268185,130.0,6,0.0,2080,0.0,1.0,0.0,0.0021010100408637906,240.0,30,2008,5,1927,1950,1920.0,4,1,0,0,3,4,0,3,1,7,0,2,1,0,8,8,2,3,4,0,4,4,4,6,6,1,1,0,4,1,6,0,5,3,2,5,2,0,0,0,8,4,5,2,7,31,0,9
70,C (all),50.0,8500,Pave,Pave,Reg,Lvl,Inside,Gtl,IDOTRR,Feedr,Norm,1Fam,2Story,4,4,1920,1950,Gambrel,CompShg,BrkFace,BrkFace,None,0.0,TA,Fa,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,1.1025471853736786,1.1025471853736786,GasA,TA,N,SBrkr,649,668,0,1317,0,0,1,0,3,1,TA,6,Typ,0,Does Not Have,Detchd,1920.0,Unf,1,250,TA,Fa,N,0,54,172,0,0,0,Does Not Have,MnPrv,Does Not Have,0,7,2008,WD,Normal,1,1,3,0,2,3,0,2,1,4,4,4,10,0,2,1,3,3,1,1,1,2,2,0,3,2,0,7,2216,2.0,226,2,0,0,0,16,2,2,2,1.0,1,58,1,0,40000,105081.56938059606,9.0,88,0.15494117647058825,219.5,8,0.0,5268,0.0,1.0,0.0,0.0016988400390965772,250.0,70,2008,7,1920,1950,1920.0,0,1,2,3,3,4,0,9,1,2,0,5,2,0,3,3,2,3,1,0,4,4,4,6,6,1,4,0,4,3,6,0,5,3,5,2,0,0,3,0,8,4,10,2,9,24,0,9
20,RL,71.0,8544,Pave,Does Not Have,IR1,Lvl,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1966,2006,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1.1293307921595033,1.1293307921595033,GasA,Gd,Y,SBrkr,1228,0,0,1228,0,0,1,1,3,1,Gd,6,Typ,0,Does Not Have,Attchd,1966.0,Unf,1,271,TA,TA,Y,0,65,0,0,0,0,Does Not Have,MnPrv,Does Not Have,0,6,2008,WD,Normal,1,2,2,1,5,3,2,2,1,4,4,4,11,4,2,2,3,3,1,1,1,3,3,0,3,3,0,7,2727,3.0,65,1,0,0,0,30,4,3,1,1.0,1,2,0,0,149350,138142.8162594988,13.0,42,0.14372659176029962,204.66666666666666,9,0.0,6140,0.0,1.5,0.0,0.0009196504822145792,271.0,20,2008,6,1966,2006,1966.0,3,1,0,0,3,1,0,19,2,2,0,2,1,0,6,6,2,3,4,1,4,4,4,6,6,1,2,1,4,2,6,0,1,3,5,5,2,0,3,0,8,4,4,2,8,67,56,53
